Job Title,Job Description,Skills,Source
Data Platform Engineer,"We are a global firm dedicated to creating human-centric solutions that drive innovation and growth across organizations worldwide.
We are creating a future where technology amplifies human potential, where innovation serves humanity, and where every organization can achieve sustainable growth through human-centered design and strategic excellence.
We empower organizations to transform through strategic consulting, innovative technology solutions, and cutting-edge research that puts people first. We believe the best solutions emerge when human insight meets technological capability.
Transforming organizations through strategic consulting, cutting-edge ITES solutions, and pioneering research & development that puts humans at the center of innovation.

Deep industry expertise combined with human-centered innovation to solve complex challenges across 50+ diverse sectors and drive meaningful transformation.


","business analysis, it services, Software Development, Embedded Technologies, Research & Development, Business Consulting, RaaS, SaaS, PaaS, Product Development, Information Technology, HCX, HCM, SOW, and Data Management",linkedin_jobs.json
Data Platform Engineer,"We are a global firm dedicated to creating human-centric solutions that drive innovation and growth across organizations worldwide.
We are creating a future where technology amplifies human potential, where innovation serves humanity, and where every organization can achieve sustainable growth through human-centered design and strategic excellence.
We empower organizations to transform through strategic consulting, innovative technology solutions, and cutting-edge research that puts people first. We believe the best solutions emerge when human insight meets technological capability.
Transforming organizations through strategic consulting, cutting-edge ITES solutions, and pioneering research & development that puts humans at the center of innovation.

Deep industry expertise combined with human-centered innovation to solve complex challenges across 50+ diverse sectors and drive meaningful transformation.


","business analysis, it services, Software Development, Embedded Technologies, Research & Development, Business Consulting, RaaS, SaaS, PaaS, Product Development, Information Technology, HCX, HCM, SOW, and Data Management",linkedin_jobs.json
Data Platform Engineer,"We are a global firm dedicated to creating human-centric solutions that drive innovation and growth across organizations worldwide.
We are creating a future where technology amplifies human potential, where innovation serves humanity, and where every organization can achieve sustainable growth through human-centered design and strategic excellence.
We empower organizations to transform through strategic consulting, innovative technology solutions, and cutting-edge research that puts people first. We believe the best solutions emerge when human insight meets technological capability.
Transforming organizations through strategic consulting, cutting-edge ITES solutions, and pioneering research & development that puts humans at the center of innovation.

Deep industry expertise combined with human-centered innovation to solve complex challenges across 50+ diverse sectors and drive meaningful transformation.


","business analysis, it services, Software Development, Embedded Technologies, Research & Development, Business Consulting, RaaS, SaaS, PaaS, Product Development, Information Technology, HCX, HCM, SOW, and Data Management",linkedin_jobs.json
Alteryx Data Engineer,"Collinson is the global, privately-owned company dedicated to helping the world to travel with ease and confidence. We work with the world’s leading payment networks, over 1,400 banks, 90 airlines and 20 hotel groups worldwide. We deliver market-leading airport experiences, loyalty and customer engagement, and insurance solutions for over 400 million end consumers.  

We are also the operator of Priority Pass, the world’s original and leading airport experiences programme. Travellers can access a network of 1,700+ lounges and travel experiences, helping to elevate the journey into something special.   

Private ownership means we can focus on the values that are important to us. These drive everything we do and result in us acting with integrity and agility while making long-term investments and decisions.","Airport & Travel Enhancement, Loyalty & Customer Engagement, Travel Insurance, Airport Lounges, Reward Programmes, Rewards Earning, and International Healthcare",linkedin_jobs.json
Senior Data Engineer [T500-18489],"ANSR helps the world's leading organizations design, build, manage and operate Global Capability Centers (GCCs). As a global market leader, ANSR has established 150+ centers worldwide, hiring 140,000+ professionals, managing 11M sq. ft of enterprise workspace and overseeing $2B+ in investments. Our unique ""pay-as-you-grow"" subscription model eliminates traditional barriers to global scale, while delivering unmatched operating efficiency and cost-benefits.
 
At our core is 1Wrk, the industry's first end-to-end “GCC SuperApp” and Global Work Platform that transforms how organizations operate globally. This enterprise-ready platform unifies talent, workspace, payroll, and business solutions in one powerful ecosystem. Through Talent500, our talent marketplace with 2.5 million professionals, we connect leading companies with exceptional global talent.
 
Backed by Accenture, Accel Partners, and ServiceNow, at ANSR, we combine technology innovation with operational excellence to help organizations build their global future. Visit ansr.com for more information.","Global Capability Center, Global Captive Center, Shared Services Center, Center of excellence, Captive Offshoring, Global Engineering Center, Global Business Services, Technology Center of Excellence, Digital Center of Excellence, and Global Research and Development",linkedin_jobs.json
Senor Data Engineer,"At Multiplier, we’re creating a world without limits, where hiring, managing, and paying your global team is beautifully simple.

Our industry-leading global HR platform enables companies to expand their teams across 150+ countries, without having to set up local entities. 

From employment to contractor solutions, Global Payroll and HRIS, we deliver unmatched compliance, speed, and control every step of the way.

Whether you're a scaling startup or a large enterprise expanding across markets, Multiplier is your partner in global growth – combining cutting-edge tech with 24/7 human-first customer support.

Join the thousands of businesses using Multiplier to streamline HR processes and access a world of opportunity.
","Global Payroll, Employee Benefits, Compliance, Tax/Legal/Labor Laws, Professional Employer Organization (PEO), Employer of Records (EOR), Remote & Distributed Teams, Hiring & Onboarding, International Payments, Internet, SaaS Platform, Future of Work, and International Payroll/Benefits Suite",linkedin_jobs.json
Azure Data Engineer(5+ Years of Experience),,,linkedin_jobs.json
Senior Application Engineer Oracle Enterprise Data Quality,"Empowering businesses of all sizes with access to bright talent for project solutions, staffing, and freelance expertise. We are a global powerhouse with a robust presence across key regions worldwide, including the USA, Canada, Singapore, Saudi Arabia, India, and the Philippines, among many others.
","Talent Acquisition, Hiring, Internet, Generative AI, AI, and Artificial Intelligence",linkedin_jobs.json
IN – Senior Associate –GCP data engineer -Advisory Corporate - Advisory –Bangalore,"At PwC, we help clients drive their companies to the leading edge. We’re a tech-forward, people-empowered network with more than 370,000 people in 149 countries. Across audit and assurance, tax and legal, deals and consulting we help build, accelerate and sustain momentum. Find out more at www.pwc.com.

PwC: Audit and assurance, consulting and tax services
PwC refers to the PwC network and/or one or more of its member firms, each of which is a separate legal entity. Content on this page has been prepared for general information only and is not intended to be relied upon as accounting, tax or professional advice. Please reach out to your advisors for specific advice.","Assurance, Tax, and Advisory",linkedin_jobs.json
AWS Data/ Databricks Engineer || F2F Interview || Bangalore || Immediate Joiners ,"Maven Workforce is a preeminent organization for providing Talent Management Solutions. We cater to the needs of a wide range of industries with respect to highly skilled manpower and human capital, both endowed with motivation as well as commitment towards achieving the objectives. 

Maven Workforce’s competence lies in understanding the requirements and challenges of its clients right from the beginning, in meeting their expectations, providing round-the-clock support and prompt, timely plus efficient service to them. What matters to us is the Client and his complacency!   

Our dedication, sincerity and result-orientation reflects in the innovative solutions and international practices that we constantly look for and make use of, in-depth market research and collaboration with the client’s HR team to find the RIGHT candidate. As one of the esteemed Executive Search firms, Maven Workforce also assists innumerable job seekers in finding meaningful employment at a national and international level.   

This would not be possible without the help of our competent, experienced and professional team members, who thoroughly comprehend the requirements of the clients and act accordingly. These capabilities are of course, the consequences of a vigorous training and exposure provided to the employees of Maven Workforce who take pride in working for you, who believe your success is theirs!","Executive Search, Temporary Staffing, Recruitment Process Outsourcing (RPO), Executive Selection, Staff Augmentation, IT Staffing , Managed Services, Consulting, and Management Consulting",linkedin_jobs.json
Senior Data Engineer,"Shivsys: Empowering Global Businesses Through Technology

At Shivsys, our mission is to provide world-class technology services that help businesses across the globe thrive in the digital era. As a trusted partner, we enable organizations to harness the power of technology to drive growth, improve efficiency, and overcome complex challenges.

We specialize in Mobile Application Development, Web Development, Cloud Computing, Artificial Intelligence, and Data Analytics, delivering innovative, cutting-edge solutions tailored to our clients’ unique needs.

As a leading technology solutions company, Shivsys is committed to transforming businesses through forward-thinking digital strategies. Our team of highly skilled professionals, combined with a customer-centric approach, ensures we consistently deliver exceptional value across a wide range of industries.","Software Consulting, IT Staffing, Resourcing , Software Project Development, Android Apps Development, iOS Apps Native Development, React-Native, Flutter, GoLang, DevOps, BlockChain , Salesforce, MS Dynamics 365, Software Testing, QA, and QC",linkedin_jobs.json
Opening for GCP Data Engineer  @Pune,"Quess IT Staffing is India’s largest IT staffing company with over 20 years of experience in placing IT professionals across 300+ companies, covering a wide range of levels and skillsets. With 10,000+ associates proficient in 500+ technological skills, we are proudly supporting businesses in 80+ cities and towns across the country.",,linkedin_jobs.json
Software Development Engineer- Data,"Tookitaki is transforming financial services by building a robust trust layer that focuses on two crucial pillars: preventing fraud to build consumer trust and combating money laundering to secure institutional trust. Our trust layer leverages collaborative intelligence and a federated AI approach, delivering powerful, AI-driven solutions for real-time fraud detection and AML (Anti-Money Laundering) compliance.

How We Build Trust: Our Unique Value Propositions

AFC Ecosystem – Community-Driven Financial Crime Protection
The Anti-Financial Crime (AFC) Ecosystem is a community-driven platform that continuously updates financial crime patterns with real-time intelligence from industry experts. This enables our clients to stay ahead of the latest money laundering and fraud tactics. 

FinCense – End-to-End Compliance Platform

Our FinCense platform is a comprehensive compliance solution that covers all aspects of AML and fraud prevention—from name screening and customer due diligence (CDD) to transaction monitoring and fraud detection. This ensures financial institutions not only meet regulatory requirements but also mitigate risks of non-compliance, providing the peace of mind they need as they scale.

Industry Recognition and Global Impact

Tookitaki’s innovative approach has been recognized by some of the leading financial entities in Asia, including Tencent, GXS, Maya, Aeon, UOB, and Fubon. We have also earned accolades from key industry bodies such as FATF and received prestigious awards like the World Economic Forum Technology Pioneer, Forbes Asia 100 to Watch, and Chartis RiskTech100.

Serving some of the world’s most prominent banks and fintech companies, Tookitaki is continuously redefining the standards of financial crime detection and prevention, creating a safer and more trustworthy financial ecosystem for everyone.","Machine Learning, Predictive Analytics, Artificial Intelligence, Anti Money Laundering, Regulatory Compliance, Risk and Compliance, AML Compliance, AML Transaction Monitoring, Customer Risk Scoring, Customer Screening, Customer Due Diligence, and Fraud",linkedin_jobs.json
Data Engineer,"JobTravia connects the right person for the right job in a faster, efficient and organized manner. We utilize proprietary matching technology to deliver the most qualified candidates quickly. Our role specializes in working with employers and job seekers to facilitate a successful match. It can range from advising a global company on a candidate sourcing strategy to helping a job seeker find their dream job. We do it all. 

Our teams are broken down to focus on industry, assignment type, salary level and location, so the hiring requirements or job search will all be handled by an expert who knows the respective sector inside-out. We are confident that our expertise can add value to your recruitment or job search process – get in touch to find out more.
",,linkedin_jobs.json
Data Engineer,"LIXIL makes pioneering water and housing products that make better homes a reality for everyone, everywhere. 
Born in 2011 through a merger of five of Japan's most successful building materials and housing companies, we draw on our Japanese heritage to create world-leading technology and innovate to make high quality products that transform homes. Today, we're a global enterprise with approximately 53,000 employees in more than 150 countries worldwide, having expanded internationally by acquiring some of the most trusted names in our industry, including GROHE and American Standard.
LIXIL combines meaningful design, an entrepreneurial spirit, a dedication to improving accessibility for all, and responsible business growth to make things that matter – to people, to communities, and to the world we live in.
We are proud that our products touch the lives of more than a billion people every day but believe we have the potential to do so much more.","From sanitary ware, bathroom fixtures and kitchen systems to a full lineup of interior and exterior materials and products, we bring together connected expertise, beautiful design, reliable quality and a responsible approach to business.",linkedin_jobs.json
Security Engineer - Data Loss Prevention (DLP)-Onsite/Noida-Contract,"ideaHelix is a Silicon Valley-based, Salesforce consulting partner and tools developer delivering proven best practices refined through hundreds of successful projects. Specializing in Revenue Cloud, Salesforce Industries, and emerging Agentforce and AI capabilities, we enable industry-focused customers to optimize, evolve and future-proof their Salesforce deployments. 

IdeaHelix customers rely on our sophisticated tools, deep Salesforce alignment and certified global team to identify and eliminate inefficiencies, simplify and refactor business workflows, and streamline and automate managed package to core migrations. 

Backed by proprietary tools, and validated by over 400 certifications, our team of domain experts helps customers to maximize the value of their Salesforce investments.
","Salesforce , Cloud, Integration , ERP/CRM, EAI, Talent Managemernt , Financial Domain , Consulting , Salesforce CPQ, Salesforce for Telecom, Salesforce Order Management, Digital Transformation, Salesforce for Government, Salesforce Industries Comms Cloud, Salesforce Energy and Utlities Cloud, Salesforce Healthcare Cloud, Salesforce Financial Cloud, Salesforce Insurance Cloud, Revenue Lifecycle Management , and Salesforce Revenue Cloud",linkedin_jobs.json
Azure Data Engineer,"At Cozzera, we believe that the foundation of any successful business is its people. As a leading staffing company, our mission is to connect businesses with the talent they need to thrive. We go beyond merely filling positions; we focus on finding the right fit—professionals whose skills, values, and aspirations align with your company’s goals. Our team is dedicated to understanding the unique needs of every client, ensuring that each placement drives growth, innovation, and success. Whether you're looking for temporary staffing solutions, permanent hires, or specialized talent, we are committed to providing you with exceptional service and the perfect match for your business.",,linkedin_jobs.json
Lead Data Engineer - MS Fabrics,"Aptean is one of the world’s leading providers of purpose-built, industry-specific software that helps manufacturers and distributors effectively run and grow their businesses. With both cloud and on-premise deployment options, Aptean’s products, services and unmatched expertise help businesses of all sizes to be Ready for What’s Next, Now®. Aptean is headquartered in Alpharetta, Georgia and has offices in North America, Europe and Asia-Pacific. To learn more about Aptean and the markets we serve, visit www.aptean.com.","Manufacturing Execution Systems, Customer Relationship Management, Enterprise Resource Planning, Supply Chain Management, Global Trade Management, eCommerce, Association Management Systems, Enterprise Feedback Management, and Event Management Framework",linkedin_jobs.json
Data Engineer,"At People Prime Worldwide, we deliver innovative IT solutions that drive business success. Our comprehensive suite of services include IT Consulting & Implementation, Staff Augmentation (T&M), and Managed Teams & Managed Services and is designed to help organisations optimise their workforce, streamline operations, and enhance technological capabilities.

With a focus on agility, efficiency, and cost-effectiveness, we provide expert consulting, skilled talent, and end-to-end IT management to ensure seamless project execution. Whether you need cutting-edge IT solutions, flexible workforce expansion, or fully managed IT services, we are your trusted partner in navigating the digital landscape.

IT Consulting and Implementation Services - Transforming Businesses with Scalable IT Solutions:
We provide expert IT Consulting and Implementation Services, enabling businesses to optimize their technology infrastructure and streamline operations. Our specialized services cover SAP, Salesforce, ServiceNow, and Cloud Migration, helping enterprises modernize their digital ecosystem.

Staff Augmentation (T&M) - IT Resources As A Service:
We offer Time & Materials (T&M) Staff Augmentation, ensuring businesses can access the right talent at the right time. Whether it's short-term project support or long-term IT staffing, we provide skilled professionals to meet your requirements.

Managed Teams and Managed Services - End-to-End IT Operations Without the Hassle:
We provide Managed Teams and Managed Services, allowing businesses to focus on their core objectives while we handle IT operations efficiently.

Drop an enquiry at sales@people-prime.com.","Global Capability Center, IT Consulting, Project Services, Staff Augmentation, Managed Services, Managed Teams, SAP, Service Now, Salesforce, and Cloud Migration",linkedin_jobs.json
Data Engineer,"At People Prime Worldwide, we deliver innovative IT solutions that drive business success. Our comprehensive suite of services include IT Consulting & Implementation, Staff Augmentation (T&M), and Managed Teams & Managed Services and is designed to help organisations optimise their workforce, streamline operations, and enhance technological capabilities.

With a focus on agility, efficiency, and cost-effectiveness, we provide expert consulting, skilled talent, and end-to-end IT management to ensure seamless project execution. Whether you need cutting-edge IT solutions, flexible workforce expansion, or fully managed IT services, we are your trusted partner in navigating the digital landscape.

IT Consulting and Implementation Services - Transforming Businesses with Scalable IT Solutions:
We provide expert IT Consulting and Implementation Services, enabling businesses to optimize their technology infrastructure and streamline operations. Our specialized services cover SAP, Salesforce, ServiceNow, and Cloud Migration, helping enterprises modernize their digital ecosystem.

Staff Augmentation (T&M) - IT Resources As A Service:
We offer Time & Materials (T&M) Staff Augmentation, ensuring businesses can access the right talent at the right time. Whether it's short-term project support or long-term IT staffing, we provide skilled professionals to meet your requirements.

Managed Teams and Managed Services - End-to-End IT Operations Without the Hassle:
We provide Managed Teams and Managed Services, allowing businesses to focus on their core objectives while we handle IT operations efficiently.

Drop an enquiry at sales@people-prime.com.","Global Capability Center, IT Consulting, Project Services, Staff Augmentation, Managed Services, Managed Teams, SAP, Service Now, Salesforce, and Cloud Migration",linkedin_jobs.json
Azure Data Engineer,"Hatchtra Innotech Pvt. Ltd. is an emerging Start-Up into IT Training & Staffing. Hatchtra is planning to operate with multiple line of business mainly- Staffing Solutions, Training & Development & Software Development field-A ONE STOP HR SOLUTION.

Hatchtra came into existence in the year 2021. Our objective is to introduce economic and cost saving solutions in the market in current situation. Our founders have experience of 10 years approximately in catering the HR Solutions at Top level having all end to end regime with all the roles & functions.",,linkedin_jobs.json
Data Engineer,"Around 90% of global trade is transported by sea. But who moves those ships? They are powered by 𝗽𝗲𝗼𝗽𝗹𝗲.

Fleet Management Limited provides professional ship management services that advance economic development. Our 27,000+ seafarers and 1,200+ shore-based employees operate 650+ ships under management.

As custodians of our clients’ vessels and cargo, we look after them as if they were our own. A combination of experience, reliability, innovation and sheer passion have enabled us to become the world’s second-largest provider of ship management services. 

Follow our channel to learn how Fleet is advancing the future of the maritime industry through our people, partnerships, and an unrelenting commitment to performance and innovation.

Visit us: https://www.fleetship.com/

If you're interested in joining us, please visit: https://www.fleetship.com/careers","Technical Ship Management, Ship Building, Marine Insurance, Manning of Vessels, Maritime Training, Pre Purchase Inspections / Condition Survey, Crew Management, Ship Based Audits, Commercial Management of Ships, and Superintendancy and Special Projects",linkedin_jobs.json
Data Engineer - Web Scrapping & Enrichment,,,linkedin_jobs.json
Senior Platform Engineer – Data Store (DWH + CMS + APIs),"Ness Digital Engineering, acquired by global investment firm KKR in 2022, is a full-lifecycle digital engineering firm offering digital advisory through scaled engineering services. Headquartered in New York, Ness serves our customers across 11 innovation hubs in the US, Eastern Europe, and India. Combining our core competence in engineering with the latest in digital strategy and technology, we seamlessly manage Digital Transformation journeys from strategy through execution to help businesses thrive in the digital economy. For more information, visit www.ness.com.","Systems Integration, Software Engineering Services, User Experience Engineering, User Experience Design, Software Product Development, Cloud, and Product Engineering",linkedin_jobs.json
Staff Software Engineer - Data,"At Crunchyroll, we deliver what anime fans love—anytime, anywhere.

With the world’s largest anime streaming library, we connect fans to the stories, characters, and creators they love. But Crunchyroll is more than just a destination to watch anime—it's a global ecosystem where anime lives and breathes beyond the screen.

From streaming and theatrical releases to merch, games, news, events, and music, we offer fans immersive experiences that celebrate anime culture in all its forms. 

Headquartered in the U.S. with teams and reach across the globe, Crunchyroll is an independently operated joint venture between Sony Pictures Entertainment and Aniplex of Japan. This unique partnership gives us the power to scale globally while staying rooted in anime’s cultural origins, ensuring authenticity and access for fans everywhere.

We believe anime is more than entertainment—it’s a way of life. And we’re here to champion that passion every day.
","streaming video, anime, e-commerce, manga, theatrical, and games",linkedin_jobs.json
"Software Engineer, Data Infrastructure & Acquisition - Asia","The mission of Speechify is to make sure that reading is never a barrier to learning.

Over 50 million people use Speechify’s text to speech products to turn whatever they’re reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify’s text to speech reading products include its iOS app, Android App, Mac App, Chrome Extension, and Web App. Google recently named Speechify the Chrome Extension of the Year and Apple named Speechify its App of the Day.
Speechify also provides a voice over, voice cloning, and dubbing studio for businesses and creators and a text to speech API for developers. Through its products, Speechify is the largest provide of Speech AI in the world.

Cliff Weitzman founded Speechify to overcome his own dyslexia. Growing up, Cliff’s dad would read him Harry Potter because he couldn't do it himself. Cliff’s dad was his hero. But without reading, Cliff couldn't become the person he wanted to be. So, he learned to code and created Speechify to read books to himself.

Today, nearly 200 people around the globe work on Speechify in a 100% distributed setting – Speechify has no office. These include frontend and backend engineers, AI research scientists, and others from Amazon, Microsoft, and Google, leading PhD programs like Stanford, high growth startups like Revolut, Stripe, and Bolt, and many founders of their own companies.

Programming languages across Speechify include React, Typescript, NodeJS, Kotlin, Python, and Go.
We’d love to meet you! Please apply here: https://job-boards.greenhouse.io/speechify.",,linkedin_jobs.json
Eucloid - Senior/Lead Data Engineer - Python,"Eucloid Data Solutions is an award-winning Data & Growth intelligence org. 

We enable our customers to democratize and get the best out of their data through advising and implementing Modern Data Stack. We help across the entire value chain from evaluating platforms, conducting POCs/pilots, creating and sustaining a data culture and implementations.

We are experts in driving business growth to advanced analytics and Machine learning in multiple industries such as Retail, Insurance, Pharma and Payments. ","Digital Commerce, D2C, Customer Data Platforms, Customer Analytics, Marketing Analytics, Web/App Analytics, ROAS & MTA, Data Engineering, Data Visualization, Open Source, Data Quality, Data Governance, and Modern Data Stack",linkedin_jobs.json
Ekip IT Solutions - Staff AI Engineer - Data Modeling,,,linkedin_jobs.json
Lead Systems Engineer - Data DevOps/MLOps,"Since 1993, EPAM Systems, Inc. (NYSE: EPAM) has used its software engineering expertise to become a leading global provider of digital engineering, cloud and AI-enabled transformation services, and a leading business and experience consulting partner for global enterprises and ambitious startups. We address our clients’ transformation challenges by fusing EPAM Continuum’s integrated strategy, experience and technology consulting with our 30+ years of engineering execution to speed our clients’ time to market and drive greater value from their innovations and digital investments.

We leverage AI and GenAI to deliver transformative solutions that accelerate our clients’ digital innovation and enhance their competitive edge. Through platforms like EPAM AI/RUN™ and initiatives like DIALX Lab, we integrate advanced AI technologies into tailored business strategies, driving significant industry impact and fostering continuous innovation.

We deliver globally, but engage locally with our expert teams of consultants, architects, designers and engineers, making the future real for our clients, our partners and our people around the world.

We believe the right solutions are the ones that improve people’s lives and fuel competitive advantage for our clients across diverse industries. Our thinking comes to life in the experiences, products and platforms we design and bring to market.

Added to the S&P 500 and the Forbes Global 2000 in 2021 and recognized by Glassdoor and Newsweek as Most Loved Workplace, our multidisciplinary teams serve customers across six continents. We are proud to be among the top 15 companies in Information Technology Services in the Fortune 1000 and to be recognized as a leader in the IDC MarketScapes for Worldwide Experience Build Services, Worldwide Experience Design Services and Worldwide Software Engineering Services.

Learn more at www.epam.com.","Software & Platform Engineering, Agility, Product Development, IoT, Next-Gen Architecture, Application & Cloud Management, Big Data & Analytics, Consulting Services, Digital Engagement, Mobility, and Strategy & Experience",linkedin_jobs.json
Software Engineer II Grocery Field AI - Data,"Talentmate is a job search platform designed to help candidates in the UAE and GCC find their dream job. Users can create profiles, upload their CVs, and browse through thousands of job listings across various industries. The platform simplifies the application process, allowing candidates to track their applications, receive updates, and get hired efficiently. Talentmate offers personalized job recommendations based on a candidate’s qualifications, educational background, and work experience, making the job search more targeted and streamlined.",,linkedin_jobs.json
Data Engineer Level 4 VASTech,"Talentmate is a job search platform designed to help candidates in the UAE and GCC find their dream job. Users can create profiles, upload their CVs, and browse through thousands of job listings across various industries. The platform simplifies the application process, allowing candidates to track their applications, receive updates, and get hired efficiently. Talentmate offers personalized job recommendations based on a candidate’s qualifications, educational background, and work experience, making the job search more targeted and streamlined.",,linkedin_jobs.json
"Data Engineer (Level 4), VASTech","Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.

Together, Amazonians research and develop new technologies from Amazon Web Services to Alexa on behalf of our customers: shoppers, sellers, content creators, and developers around the world.

Our mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind.

You'll also hear us say that at Amazon, it's always ""Day 1.""​ What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.","e-Commerce, Retail, Operations, and Internet",linkedin_jobs.json
"Software Engineer II, Grocery Field AI - Data","Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.

Together, Amazonians research and develop new technologies from Amazon Web Services to Alexa on behalf of our customers: shoppers, sellers, content creators, and developers around the world.

Our mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind.

You'll also hear us say that at Amazon, it's always ""Day 1.""​ What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.","e-Commerce, Retail, Operations, and Internet",linkedin_jobs.json
"Software Engineer II, Grocery Field AI - Data","Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.

Together, Amazonians research and develop new technologies from Amazon Web Services to Alexa on behalf of our customers: shoppers, sellers, content creators, and developers around the world.

Our mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind.

You'll also hear us say that at Amazon, it's always ""Day 1.""​ What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.","e-Commerce, Retail, Operations, and Internet",linkedin_jobs.json
Data Engineer,"LIXIL makes pioneering water and housing products that make better homes a reality for everyone, everywhere. 
Born in 2011 through a merger of five of Japan's most successful building materials and housing companies, we draw on our Japanese heritage to create world-leading technology and innovate to make high quality products that transform homes. Today, we're a global enterprise with approximately 53,000 employees in more than 150 countries worldwide, having expanded internationally by acquiring some of the most trusted names in our industry, including GROHE and American Standard.
LIXIL combines meaningful design, an entrepreneurial spirit, a dedication to improving accessibility for all, and responsible business growth to make things that matter – to people, to communities, and to the world we live in.
We are proud that our products touch the lives of more than a billion people every day but believe we have the potential to do so much more.","From sanitary ware, bathroom fixtures and kitchen systems to a full lineup of interior and exterior materials and products, we bring together connected expertise, beautiful design, reliable quality and a responsible approach to business.",linkedin_jobs.json
Data Engineer,"Comptech Associates Inc. is a certified Women minority-owned professional services company specializing in Information Technology. Our mission is to serve our customers as a go-to partner for niche skills in Cloud, BPM, RPA, Analytics, SAP, and IVR domains. We provide consulting and staffing services with the right skills in an efficient way.  
Since its inception in 1998, Comptech has grown an organization that specializes in the business processes technology that can rapidly help clients improve their products and services, business relationships, and bottom-line economics.","BPM, RPA, Cloud Computing, Analytics, SAP, IVR, Big Data, DPA, Pega, genysys, salesforce, appain, data analytics, Technology, Staffing, IT services, recruiting, contingent workforce, hiring, and IT staffing",linkedin_jobs.json
Data and Backend Engineer Intern,"Proprietary agentic AI platform for enterprise sales.
",,linkedin_jobs.json
Data Engineer,"Entra Solutions Pvt. Ltd. is a part of BSI Financial Services and located in Gurugram (Haryana), India.

Entra Solutions operates in a secure, cloud-based environment that allows for seamless interaction with our on-shore teams and real-time support for BSI Financial's diverse financial and technology operations.

Our employees are guided by a set of core values that promote transparency, personal initiative, reliability, humility and frugality. Our core purpose is to make financial services better, and we begin by hiring talented people who have the energy to find a better way.

To learn about career opportunities with Entra Solutions, please visit the Careers page in our Website. You can send your resume to esplresume@bsifinancial.com.
","US Mortgage, Mortgage Servicing, Residential Mortgage, Loan Servicing & Special Servicing, and Loan Due Diligence",linkedin_jobs.json
Data Engineer,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services — all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com.  ","Management Consulting, Systems Integration and Technology, Business Process Outsourcing, Application and Infrastructure Outsourcing, Digital, Technology, Strategy, Cloud, Analytics, Artificial Intelligence, Blockchain, and Security",linkedin_jobs.json
